id,time,pop_sma
8,1.3254904437859716,972
8,3.519820391559553,764.5
8,5.7449242682934285,656
8,8.252069420579453,586
8,10.807133499811604,539.6
8,13.043112863318832,505
8,15.628291006226082,477.14285714285717
8,18.146239185456217,454
8,20.584863758210027,433.1111111111111
8,22.942193642791235,416.6
8,25.47334471846657,401.27272727272725
8,28.429637436067317,387.8333333333333
8,30.92922727399314,376.9230769230769
8,33.43386510202255,366.85714285714283
8,35.90860002534107,357.2
8,38.3957135895205,347.75
8,40.85821835076884,339.29411764705884
8,43.70781833739684,330.1111111111111
8,47.02145402747729,322.10526315789474
8,49.2812156219299,315.7
8,51.4608104575346,309.9047619047619
8,54.23040414628759,304.09090909090907
8,56.1735978103161,298.4347826086956
8,58.89927748647345,293.0833333333333
8,61.421302628049474,287.92
8,63.957883864297514,283.84615384615387
8,66.10595160844888,279.77777777777783
8,68.36278164818361,276.2142857142858
8,70.43050632457712,272.6206896551725
8,73.24007213338972,268.5333333333334
8,75.9648724497281,265.0967741935485
8,78.45043820307262,261.3750000000001
8,80.6314694292465,257.6969696969698
8,83.66202793605844,254.05882352941188
8,85.98437600961215,250.34285714285724
8,88.4695323212466,246.80555555555566
8,91.39263179525146,243.2162162162163
8,94.17339962458678,239.71052631578956
8,96.40677004026905,236.4871794871796
8,98.59759865110337,233.2750000000001
8,100.9874268881426,230.3170731707318
8,103.48333215469441,227.45238095238105
8,107.07399309579156,224.44186046511638
8,109.56941543839721,221.52272727272737
8,112.16918583631279,219.1333333333334
8,114.64762284968336,216.80434782608702
8,116.85083279530593,214.6595744680852
8,119.42927698495201,212.2708333333334
8,122.56814295765183,209.81632653061232
8,124.9183923233426,207.66000000000008
8,127.53946010541351,205.39215686274517
8,129.61886289836218,203.32692307692315
8,132.4742244452507,201.4150943396227
8,135.0508955299411,199.35185185185193
8,137.54885782087788,197.1454545454546
8,139.81454389170725,195.0178571428572
8,142.40943139606733,192.85964912280707
8,144.70280161164345,190.74137931034488
8,147.09907374954452,188.76271186440684
8,149.77695653761643,186.71666666666673
8,152.42250893667827,184.86885245901647
8,154.47484969232536,182.95161290322588
8,157.11938694741545,181.2539682539683
8,159.53686260146287,179.45312500000006
8,162.26707729422142,177.76923076923083
8,165.49461394107897,176.01515151515156
8,168.13870839845066,174.28358208955228
8,170.96801522631364,172.57352941176475
8,173.02801104630686,170.88405797101456
8,175.26107145265124,169.4428571428572
8,177.2482647934575,168.0140845070423
8,179.19197795512767,166.56944444444449
8,182.89966093910866,165.054794520548
8,185.28705270872837,163.58108108108112
8,187.65838544062828,162.12000000000006
8,189.4568668541104,160.7236842105264
8,191.8785656344003,159.36363636363643
8,194.7760834672951,157.96153846153854
8,197.9794273314645,156.59493670886084
8,200.96745850718938,155.1125000000001
8,203.05257375212554,153.66666666666674
8,205.11649288339888,152.35365853658544
8,208.14891995719802,151.02409638554224
8,209.94450549031546,149.72619047619054
8,212.31135719854163,148.43529411764712
8,214.95112967943336,147.12790697674424
8,217.6050498611142,145.87356321839087
8,220.19071793188488,144.62500000000006
8,223.45175637791155,143.38202247191018
8,225.93064851739726,142.18888888888895
8,228.48901635898844,141.04395604395611
8,231.16331493538573,139.94565217391312
8,234.51500302767656,138.82795698924738
8,237.24390727272907,137.75531914893625
8,240.352508151773,136.6631578947369
8,241.6513619281841,135.65625000000009
8,244.89391868220326,134.62886597938152
8,247.17843344540154,133.62244897959192
8,249.01274199566853,132.61616161616172
8,252.3409963730804,131.6100000000001
8,255.28037191281362,130.58415841584167
8,258.2638049412995,129.57843137254912
8,261.51417690554337,128.55339805825253
8,263.0139223802098,127.6250000000001
8,265.9847111682815,126.71428571428582
8,267.708966332249,125.78301886792462
8,270.3290361516651,124.90654205607487
8,272.40453173212404,123.99074074074085
8,275.53592522052276,123.12844036697258
8,277.8104279795616,122.24545454545465
8,280.37174777255984,121.36036036036046
8,283.6690436476894,120.50892857142867
8,286.23047601553225,119.69026548672576
8,288.72331788636825,118.8859649122808
8,290.84919222877494,118.09565217391314
8,292.5871116618803,117.31896551724148
8,294.72128601876625,116.57264957264967
8,296.3609791747126,115.88983050847467
8,298.57436647668237,115.16806722689084
8,300.91213619718843,114.44166666666676
8,303.3579722534327,113.67768595041332
8,306.03140381636337,112.95901639344271
8,308.0850238483291,112.28455284552854
8,310.894094882162,111.63709677419364
8,312.55215603100856,110.92000000000009
8,314.88913477551085,110.23015873015882
8,317.6122483456068,109.56692913385835
8,320.7312715805057,108.91406250000009
8,322.69136421043135,108.24031007751947
8,325.4148815238515,107.59230769230777
8,327.6500648302145,106.95419847328253
8,329.8490101056395,106.32575757575766
8,332.74559381806574,105.63157894736851
8,335.48536015251,104.94776119402995
8,338.34973732322965,104.3037037037038
8,344.33917254677806,103.65441176470597
8,346.9048480088105,102.98540145985409
8,350.1514288065275,102.34057971014501
8,351.8821606691686,101.71942446043174
8,354.32249499176083,101.10714285714293
8,357.1363884168111,100.48936170212774
8,360.701626678454,99.89436619718317
8,362.67700565253375,99.32167832167839
8,364.74834627422763,98.75694444444451
8,366.8900163414066,98.21379310344835
8,369.7342850434761,97.63698630136994
8,372.3800557308479,97.09523809523819
8,374.3691671826602,96.56081081081089
8,376.0508908065718,96.0469798657719
8,380.2617179781755,95.50000000000009
8,382.9205428296711,94.94701986754976
8,384.4233419884742,94.40131578947377
8,387.7601924776473,93.83660130718962
8,392.04963889550163,93.29220779220788
8,394.1591446964105,92.7548387096775
8,397.2397506216135,92.22435897435905
8,400.2289711455005,91.71337579617841
8,403.7218100641893,91.19620253164564
8,407.14331285265644,90.68553459119504
8,408.99523856206423,90.18125000000006
8,410.50707606891575,89.69565217391312
8,413.58398246668105,89.20370370370378
8,415.39674528732087,88.73006134969333
8,418.2561443432606,88.27439024390252
8,421.284886581879,87.78787878787887
8,424.2056614479667,87.3313253012049
8,426.253205277002,86.89221556886235
8,428.57865232309456,86.44642857142864
8,431.80302862501424,85.98224852071013
8,435.4759780529219,85.52352941176478
8,437.2948216371679,85.07017543859656
8,439.168236679788,84.64534883720938
8,444.01782349264954,84.22543352601164
8,447.08545509462124,83.79885057471273
8,449.24871569117556,83.37714285714294
8,451.05917126229264,82.96022727272735
8,452.8296422886417,82.53672316384188
8,455.53297224098776,82.12921348314615
8,457.0447435726172,81.73743016759785
8,460.3780033993989,81.35000000000008
8,461.56672579946485,80.96685082872936
8,464.0605643713865,80.57692307692315
8,467.47810533997756,80.19125683060116
8,471.18734727043176,79.82065217391312
8,475.53295504711184,79.46486486486495
8,477.58323422617906,79.1021505376345
8,479.83510553759226,78.75401069518725
8,482.93877821118093,78.39893617021285
8,484.9502142692327,78.03703703703712
8,486.8077220840719,77.70000000000009
8,488.3123080201673,77.37696335078543
8,489.39869146001206,77.03645833333343
8,493.47653512485294,76.70984455958559
8,497.525169266701,76.37628865979391
8,500.56366929478304,76.05641025641036
8,503.13509168312135,75.73979591836745
8,505.12127247521556,75.41624365482244
8,506.79404427598996,75.11616161616172
8,509.51830101069993,74.80904522613075
8,512.2746870237411,74.5050000000001
8,515.2511487238281,74.19402985074636
8,518.3101455801399,73.87623762376246
8,521.9640738838355,73.55172413793112
8,523.1559760429183,73.23039215686282
8,526.1755793582067,72.91219512195129
8,528.4591740387862,72.59708737864084
8,531.2532394541684,72.27536231884064
8,533.3060920245846,71.95673076923082
8,539.5372650222691,71.63157894736847
8,542.0397034055555,71.30952380952385
8,544.9914498200861,70.99052132701426
8,546.3808311564259,70.67452830188684
8,549.3963725589646,70.35211267605638
8,550.1424791132721,70.04205607476639
8,554.447015519035,69.73488372093027
8,556.8846146748557,69.42129629629633
8,560.2484934160897,69.1198156682028
8,561.6188490921312,68.82110091743124
8,564.4351401436529,68.52511415525119
8,569.850724937275,68.24090909090914
8,576.871929531154,67.95022624434394
8,581.3964443421861,67.66216216216222
8,585.8742582868457,67.3856502242153
8,586.9522337990021,67.10267857142863
8,590.3345091867519,66.82222222222228
8,593.4974493884018,66.5530973451328
8,595.2941954829998,66.27753303964764
8,599.3844892545286,66.00438596491233
8,605.1482005969586,65.73362445414853
8,605.6033672532566,65.4652173913044
8,607.3571450674476,65.19913419913425
8,608.5458855138965,64.94396551724142
8,616.4603700156158,64.67381974248931
8,619.0476698468659,64.41452991452996
8,620.5941981172059,64.16595744680856
8,630.0794658978466,63.90254237288141
8,640.2998428620818,63.641350210970515
8,645.6044980085965,63.38235294117652
8,655.9991253704693,63.12552301255236
8,663.1790231391665,62.87083333333339
8,668.4387754724361,62.61825726141084
8,671.1724087379085,62.367768595041376
8,677.5613033100565,62.12757201646096
8,680.4415673660584,61.88934426229513
8,683.2541390499271,61.64489795918372
8,689.7921157822545,61.4024390243903
8,695.2082283788843,61.17004048583001
8,696.8052015737642,60.947580645161345
8,699.6820586706182,60.71887550200808
8,703.5381397843004,60.492000000000054
8,707.4300443946066,60.25896414342635
8,723.0555792569008,60.02777777777783
8,726.2778916954618,59.798418972332065
8,727.1789830854143,59.57086614173233
8,727.4644895502703,59.345098039215735
8,728.8670663761145,59.12109375000005
8,741.5358301420139,58.89883268482495
8,746.842835156419,58.67829457364346
8,748.9828839040722,58.45945945945951
8,750.7225077122719,58.24230769230774
8,752.6953576424823,58.0268199233717
8,757.7299495135358,57.81297709923669
8,758.6232303121565,57.60836501901146
8,759.8004121614362,57.40530303030308
8,761.6281647024507,57.20377358490571
8,763.546229949793,56.99624060150381
8,767.2642197141515,56.79026217228469
8,778.8488721196281,56.57835820895527
